Entry	Gene Names	Gene Ontology IDs	Gene Ontology (GO)
A0A1C3YKG2	FGRAMPH1_01T19483	GO:0000050; GO:0000053; GO:0004055; GO:0005524; GO:0005737; GO:0006526	cytoplasm [GO:0005737]; argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; argininosuccinate metabolic process [GO:0000053]; L-arginine biosynthetic process [GO:0006526]; urea cycle [GO:0000050]
A0A1C3YKG6	FGRAMPH1_01T21947	GO:0005576; GO:0098552	extracellular region [GO:0005576]; side of membrane [GO:0098552]
A0A1C3YKG7	FGRAMPH1_01T20167	GO:0003723; GO:0005049; GO:0005634; GO:0005737; GO:0006405; GO:0006611; GO:0031267; GO:0042565	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RNA nuclear export complex [GO:0042565]; nuclear export signal receptor activity [GO:0005049]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]; protein export from nucleus [GO:0006611]; RNA export from nucleus [GO:0006405]
A0A1C3YKH0	FGRAMPH1_01T21563	GO:0003994; GO:0005739; GO:0005829; GO:0006099; GO:0046872; GO:0051539	cytosol [GO:0005829]; mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; metal ion binding [GO:0046872]; tricarboxylic acid cycle [GO:0006099]
A0A1C3YKH2	FGRAMPH1_01T19907	GO:0004129; GO:0005743; GO:0005758; GO:0006123; GO:0033617; GO:0045277	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial respiratory chain complex IV assembly [GO:0033617]
A0A1C3YKI6	FGRAMPH1_01T22405	GO:0004558; GO:0005975; GO:0030246	alpha-1,4-glucosidase activity [GO:0004558]; carbohydrate binding [GO:0030246]; carbohydrate metabolic process [GO:0005975]
A0A1C3YKJ8	FGRAMPH1_01T20235	GO:0005524; GO:0005739; GO:0030956; GO:0032543; GO:0050567; GO:0070681	glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; mitochondrial translation [GO:0032543]
A0A1C3YKK8	FGRAMPH1_01T22669	GO:0004096; GO:0005739; GO:0005777; GO:0020037; GO:0042542; GO:0042744; GO:0046872	mitochondrion [GO:0005739]; peroxisome [GO:0005777]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to hydrogen peroxide [GO:0042542]
A0A1C3YKK9	FGRAMPH1_01T20121	GO:0002183; GO:0003743; GO:0005085; GO:0005829; GO:0005851; GO:0006446; GO:0031369	cytosol [GO:0005829]; eukaryotic translation initiation factor 2B complex [GO:0005851]; guanyl-nucleotide exchange factor activity [GO:0005085]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; cytoplasmic translational initiation [GO:0002183]; regulation of translational initiation [GO:0006446]
A0A1C3YKL9	FGRAMPH1_01T22591	GO:0005886; GO:0006826; GO:0006879; GO:0015677; GO:0052851	plasma membrane [GO:0005886]; ferric-chelate reductase (NADPH) activity [GO:0052851]; copper ion import [GO:0015677]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]
A0A1C3YKM2	FGRAMPH1_01T22843	GO:0000328; GO:0006457; GO:0006508; GO:0008270; GO:0070006	fungal-type vacuole lumen [GO:0000328]; metalloaminopeptidase activity [GO:0070006]; zinc ion binding [GO:0008270]; protein folding [GO:0006457]; proteolysis [GO:0006508]
A0A1C3YKN0	FGRAMPH1_01T22981	GO:0003677; GO:0005634; GO:0005737; GO:0008270; GO:0045944	cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; positive regulation of transcription by RNA polymerase II [GO:0045944]
A0A1C3YKN4	FGRAMPH1_01T20743	GO:0004760; GO:0005777; GO:0008453; GO:0019265	peroxisome [GO:0005777]; alanine-glyoxylate transaminase activity [GO:0008453]; L-serine-pyruvate transaminase activity [GO:0004760]; glycine biosynthetic process, by transamination of glyoxylate [GO:0019265]
A0A1C3YKN8	FGRAMPH1_01T22935	GO:0005789; GO:0006666; GO:0030148; GO:0047560	endoplasmic reticulum membrane [GO:0005789]; 3-dehydrosphinganine reductase activity [GO:0047560]; 3-keto-sphinganine metabolic process [GO:0006666]; sphingolipid biosynthetic process [GO:0030148]
A0A1C3YKP2	FGRAMPH1_01T23077	GO:0000278; GO:0005524; GO:0005634; GO:0005737; GO:0035556; GO:0072354	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; histone H3T3 kinase activity [GO:0072354]; intracellular signal transduction [GO:0035556]; mitotic cell cycle [GO:0000278]
A0A1C3YKP5	FGRAMPH1_01T20615	GO:0005507; GO:0005743; GO:0005758; GO:0005761; GO:0009060; GO:0033617; GO:0045454	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial ribosome [GO:0005761]; copper ion binding [GO:0005507]; aerobic respiration [GO:0009060]; cell redox homeostasis [GO:0045454]; mitochondrial respiratory chain complex IV assembly [GO:0033617]
A0A1C3YKQ2	FGRAMPH1_01T23223	GO:0005634; GO:0005789; GO:0010499; GO:0019774; GO:0043161; GO:0061133	endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; proteasome core complex, beta-subunit complex [GO:0019774]; endopeptidase activator activity [GO:0061133]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
A0A1C3YKR0	FGRAMPH1_01T23361	GO:0005737; GO:0006397; GO:0050660; GO:0102264	cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; tRNA-dihydrouridine20 synthase activity [GO:0102264]; mRNA processing [GO:0006397]
A0A1C3YKR5	FGRAMPH1_01T20865	GO:0004149; GO:0005739; GO:0006099; GO:0033512; GO:0045252	mitochondrion [GO:0005739]; oxoglutarate dehydrogenase complex [GO:0045252]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099]
A0A1C3YKR7	FGRAMPH1_01T23287	GO:0000329; GO:0004559; GO:0006013; GO:0009313; GO:0030246; GO:0046872	fungal-type vacuole membrane [GO:0000329]; alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; mannose metabolic process [GO:0006013]; oligosaccharide catabolic process [GO:0009313]
A0A1C3YKR8	FGRAMPH1_01T23201	GO:0004693; GO:0005524; GO:0008024; GO:0008353; GO:0030332; GO:0032968	cyclin/CDK positive transcription elongation factor complex [GO:0008024]; ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]
A0A1C3YKS0	FGRAMPH1_01T23479	GO:0004843; GO:0006508; GO:0016579	cysteine-type deubiquitinase activity [GO:0004843]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]
A0A1C3YKS2	FGRAMPH1_01T23395	GO:0004683; GO:0005516; GO:0005524	ATP binding [GO:0005524]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]
A0A1C3YKU1	FGRAMPH1_01T23425	GO:0000009; GO:0000032; GO:0000136; GO:0000917; GO:0006487; GO:0007114	mannan polymerase complex [GO:0000136]; alpha-1,6-mannosyltransferase activity [GO:0000009]; cell budding [GO:0007114]; cell wall mannoprotein biosynthetic process [GO:0000032]; division septum assembly [GO:0000917]; protein N-linked glycosylation [GO:0006487]
A0A1C3YKU3	FGRAMPH1_01T23645	GO:0000215; GO:0006388	tRNA 2'-phosphotransferase activity [GO:0000215]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]
A0A1C3YKU7	FGRAMPH1_01T23731	GO:0000139; GO:0000149; GO:0005484; GO:0006886; GO:0006906; GO:0031201; GO:0048193; GO:0048278	Golgi membrane [GO:0000139]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; Golgi vesicle transport [GO:0048193]; intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]
A0A1C3YKU8	FGRAMPH1_01T23605	GO:0004820; GO:0005524; GO:0005739; GO:0016740; GO:0070150	mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; transferase activity [GO:0016740]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]
A0A1C3YKV8	FGRAMPH1_01T21669	GO:0005886; GO:0006826; GO:0010106; GO:0022857	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; cellular response to iron ion starvation [GO:0010106]; iron ion transport [GO:0006826]
A0A1C3YKW9	FGRAMPH1_01T23907	GO:0000122; GO:0003677; GO:0005730; GO:0006364; GO:0008270	nucleolus [GO:0005730]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; negative regulation of transcription by RNA polymerase II [GO:0000122]; rRNA processing [GO:0006364]
A0A1C3YKX2	FGRAMPH1_01T24011	GO:0005096; GO:0005768; GO:0005802; GO:0006891; GO:0008270	endosome [GO:0005768]; trans-Golgi network [GO:0005802]; GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]; intra-Golgi vesicle-mediated transport [GO:0006891]
A0A1C3YKX3	FGRAMPH1_01T23743	GO:0003677; GO:0003910; GO:0005524; GO:0006297; GO:0006303; GO:0006310; GO:0032807	DNA ligase IV complex [GO:0032807]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]; DNA recombination [GO:0006310]; double-strand break repair via nonhomologous end joining [GO:0006303]; nucleotide-excision repair, DNA gap filling [GO:0006297]
A0A1C3YKX4	FGRAMPH1_01T22577	GO:0000287; GO:0003984; GO:0005739; GO:0005948; GO:0009097; GO:0009099; GO:0030976; GO:0050660	acetolactate synthase complex [GO:0005948]; mitochondrion [GO:0005739]; acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]
A0A1C3YKY0	FGRAMPH1_01T22627	GO:0004814; GO:0005524; GO:0005739; GO:0006420; GO:0032543	mitochondrion [GO:0005739]; arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; arginyl-tRNA aminoacylation [GO:0006420]; mitochondrial translation [GO:0032543]
A0A1C3YKY9	FGRAMPH1_01T24073	GO:0004416; GO:0004519; GO:0006364; GO:0043226; GO:0046872; GO:0090730	Las1 complex [GO:0090730]; organelle [GO:0043226]; endonuclease activity [GO:0004519]; hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]; rRNA processing [GO:0006364]
A0A1C3YKZ8	FGRAMPH1_01T24145	GO:0000166; GO:0004354; GO:0005829; GO:0006537	cytosol [GO:0005829]; glutamate dehydrogenase (NADP+) activity [GO:0004354]; nucleotide binding [GO:0000166]; glutamate biosynthetic process [GO:0006537]
A0A1C3YL10	FGRAMPH1_01T22791	GO:0005739; GO:0042781; GO:0046872; GO:1990180	mitochondrion [GO:0005739]; 3'-tRNA processing endoribonuclease activity [GO:0042781]; metal ion binding [GO:0046872]; mitochondrial tRNA 3'-end processing [GO:1990180]
A0A1C3YL11	FGRAMPH1_01T24337	GO:0003676; GO:0005681; GO:0006397; GO:0008380	spliceosomal complex [GO:0005681]; nucleic acid binding [GO:0003676]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]
A0A1C3YL13	FGRAMPH1_01T24277	GO:0004364; GO:0004602; GO:0005739; GO:0005777; GO:0006749	mitochondrion [GO:0005739]; peroxisome [GO:0005777]; glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]; glutathione metabolic process [GO:0006749]
A0A1C3YL15	FGRAMPH1_01T23215	GO:0000184; GO:0003723; GO:0004534; GO:0005634; GO:0005737; GO:0016075	cytoplasm [GO:0005737]; nucleus [GO:0005634]; 5'-3' RNA exonuclease activity [GO:0004534]; RNA binding [GO:0003723]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA catabolic process [GO:0016075]
A0A1C3YL18	FGRAMPH1_01T24381	GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0016887	nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; helicase activity [GO:0004386]
A0A1C3YL35	FGRAMPH1_01T24543	GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579	cytosol [GO:0005829]; nucleus [GO:0005634]; cysteine-type deubiquitinase activity [GO:0004843]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]
A0A1C3YL37	FGRAMPH1_01T24779	GO:0004072; GO:0005524; GO:0005829; GO:0009088; GO:0009089; GO:0009090; GO:0071266	cytosol [GO:0005829]; aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; 'de novo' L-methionine biosynthetic process [GO:0071266]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]
A0A1C3YL39	FGRAMPH1_01T23207	GO:0000175; GO:0003723; GO:0005634; GO:0005694; GO:0005737; GO:0008270; GO:0031445; GO:0071502; GO:0140453	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein aggregate center [GO:0140453]; 3'-5'-RNA exonuclease activity [GO:0000175]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; cellular response to temperature stimulus [GO:0071502]; regulation of heterochromatin formation [GO:0031445]
A0A1C3YL44	FGRAMPH1_01T24683	GO:0004175; GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579; GO:0031647; GO:0140492	cytosol [GO:0005829]; nucleus [GO:0005634]; cysteine-type deubiquitinase activity [GO:0004843]; endopeptidase activity [GO:0004175]; metal-dependent deubiquitinase activity [GO:0140492]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647]
A0A1C3YL51	FGRAMPH1_01T23641	GO:0000462; GO:0005730; GO:0030688	nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]
A0A1C3YL54	FGRAMPH1_01T25023	GO:0000287; GO:0004743; GO:0005524; GO:0006950; GO:0016301; GO:0030955; GO:0061621	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]; canonical glycolysis [GO:0061621]; response to stress [GO:0006950]
A0A1C3YL55	FGRAMPH1_01T22989	GO:0003677; GO:0003917; GO:0005634; GO:0006265; GO:0006281; GO:0006310; GO:0031422	nucleus [GO:0005634]; RecQ family helicase-topoisomerase III complex [GO:0031422]; DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA topological change [GO:0006265]
A0A1C3YL74	LSM5 FGRAMPH1_01T23259	GO:0000398; GO:0003723; GO:0005681; GO:0005688; GO:0046540; GO:1990726	Lsm1-7-Pat1 complex [GO:1990726]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]
A0A1C3YL86	FGRAMPH1_01T23749	GO:0008496; GO:0009272; GO:0012505; GO:0016052	endomembrane system [GO:0012505]; mannan endo-1,6-alpha-mannosidase activity [GO:0008496]; carbohydrate catabolic process [GO:0016052]; fungal-type cell wall biogenesis [GO:0009272]
A0A1C3YL89	FGRAMPH1_01T23499	GO:0000407; GO:0003924; GO:0005525; GO:0005802; GO:0005829; GO:0006623; GO:0006897; GO:0006995; GO:0031503; GO:0034067; GO:0034497; GO:0034605; GO:0034976; GO:0043001; GO:0046872	cytosol [GO:0005829]; phagophore assembly site [GO:0000407]; trans-Golgi network [GO:0005802]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; cellular response to heat [GO:0034605]; cellular response to nitrogen starvation [GO:0006995]; endocytosis [GO:0006897]; Golgi to plasma membrane protein transport [GO:0043001]; protein localization to Golgi apparatus [GO:0034067]; protein localization to phagophore assembly site [GO:0034497]; protein targeting to vacuole [GO:0006623]; protein-containing complex localization [GO:0031503]; response to endoplasmic reticulum stress [GO:0034976]
A0A1C3YL93	FGRAMPH1_01T24207	GO:0000056; GO:0006406; GO:0006970; GO:0030688; GO:0031902; GO:0032040; GO:0032456; GO:0034599; GO:0042274; GO:0070390; GO:0071986; GO:1904669	late endosome membrane [GO:0031902]; preribosome, small subunit precursor [GO:0030688]; Ragulator complex [GO:0071986]; small-subunit processome [GO:0032040]; transcription export complex 2 [GO:0070390]; ATP export [GO:1904669]; cellular response to oxidative stress [GO:0034599]; endocytic recycling [GO:0032456]; mRNA export from nucleus [GO:0006406]; response to osmotic stress [GO:0006970]; ribosomal small subunit biogenesis [GO:0042274]; ribosomal small subunit export from nucleus [GO:0000056]
A0A1C3YL99	FGRAMPH1_01T24303	GO:0000164; GO:0004722; GO:0005634; GO:0007059; GO:0007346; GO:0046872	nucleus [GO:0005634]; protein phosphatase type 1 complex [GO:0000164]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]; chromosome segregation [GO:0007059]; regulation of mitotic cell cycle [GO:0007346]
A0A1C3YLA7	FGRAMPH1_01T23843	GO:0004519; GO:0005739; GO:0016020; GO:0016787; GO:0046872	membrane [GO:0016020]; mitochondrion [GO:0005739]; endonuclease activity [GO:0004519]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]
A0A1C3YLB0	FGRAMPH1_01T24593	GO:0004129; GO:0005743; GO:0006123; GO:0045277; GO:0046872	mitochondrial inner membrane [GO:0005743]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]
A0A1C3YLB6	FGRAMPH1_01T25855	GO:0000035; GO:0000036; GO:0099128	mitochondrial [2Fe-2S] assembly complex [GO:0099128]; acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]
A0A1C3YLC2	FGRAMPH1_01T24195	GO:0004471; GO:0005739; GO:0006108; GO:0046872; GO:0051287	mitochondrion [GO:0005739]; malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; malate metabolic process [GO:0006108]
A0A1C3YLC7	FGRAMPH1_01T26041	GO:0005576; GO:0005975; GO:0009277; GO:0009986; GO:0042973; GO:0071555	cell surface [GO:0009986]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]
A0A1C3YLD3	FGRAMPH1_01T24903	GO:0004845; GO:0005525; GO:0008655	GTP binding [GO:0005525]; uracil phosphoribosyltransferase activity [GO:0004845]; pyrimidine-containing compound salvage [GO:0008655]
A0A1C3YLD4	FGRAMPH1_01T26173	GO:0000976; GO:0001228; GO:0090575	RNA polymerase II transcription regulator complex [GO:0090575]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; transcription cis-regulatory region binding [GO:0000976]
A0A1C3YLD8	FGRAMPH1_01T23901	GO:0000122; GO:0000977; GO:0000981; GO:0005634; GO:0008270	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]; negative regulation of transcription by RNA polymerase II [GO:0000122]
